,Track_ID,Track_Name,Artist_Name,Artist_ID,Artist_followers,Artist_genres,Artist_popularity
293,4NSW0Km5ZG60L8FthUebPJ,What I Like About You (feat. Theresa Rex),Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,2437516,"['dance pop', 'edm', 'pop', 'tropical house', 'uk dance']",85
294,1DhRbox3xkceP64k3JeYfW,Antisocial (with Travis Scott),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,54933328,"['pop', 'uk pop']",97
295,3yNZ5r3LKfdmjoS3gkhUCT,bad guy (with Justin Bieber),Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,16487066,"['electropop', 'pop']",97
296,4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,54933328,"['pop', 'uk pop']",97
297,0AtP8EkGPn6SwxKDaUuXec,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,54933328,"['pop', 'uk pop']",97
299,2qRN7PWiHRLprw4FpDeI9N,Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,54933328,"['pop', 'uk pop']",97
300,5T03itPFOPGGkvVPvPiyla,Put It All on Me (feat. Ella Mai),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,54933328,"['pop', 'uk pop']",97
301,1Bdptrvb7nQkq8kCw3siE9,Feels (feat. Young Thug & J Hus),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,54933328,"['pop', 'uk pop']",97
302,2YpeDb67231RjR0MgVLzsG,Old Town Road - Remix,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,1813504,"['country rap', 'lgbtq+ hip hop', 'pop rap']",87
303,4vIKzWqtn44umal5jXq4wE,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,54933328,"['pop', 'uk pop']",97
304,5d1rmWWF1725tnYjq6rMDB,Way To Break My Heart (feat. Skrillex),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,54933328,"['pop', 'uk pop']",97
305,3FHXUqaUer9o231Je1zxIN,I Don't Want Your Money (feat. H.E.R.),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,54933328,"['pop', 'uk pop']",97
306,2IZZqH4K02UIYg5EohpNHF,Zombie,The Cranberries,7t0rwkOPGlDPEhaOcVtOt9,1832739,"['irish rock', 'pop rock', 'rock']",76
307,7qLnSuxwLNlcapat8OCWZp,Ela É do Tipo (feat. Drake) - Remix,MC Kevin o Chris,2UMj7NCbuqy1yUZmiSYGjJ,920813,['funk carioca'],83
308,0IhTEIjFaRt3B2NQYf9azQ,Thing For You (With Martin Solveig),David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,20468693,"['dance pop', 'edm', 'pop']",90
309,1gZFRYcPz3wKevEaNYRwfW,Time - Edit,NF,6fOMl44jA4Sp5b9PpYCkzz,2650761,"['hip hop', 'pop rap', 'rap']",88
310,67XyC1GdSkKb9sbRRkUDXS,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,567673,['memphis hip hop'],84
311,5qN1G8fSHq4Sv5FRoOkNGu,Por Eso Vine,Paulo Londra,3vQ0GE3mI0dAaxIMYe5g7z,8417991,"['argentine hip hop', 'trap argentino', 'trap latino']",86
312,5L1KlxFJOzmixYCjlvyEGr,Raffaello,Shindy,5j21TGkrNEAJe3gG9VlS34,572985,['german hip hop'],74
313,1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,The Police,5NGO30tJxFlKixkPSgXcFE,3135398,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",79
314,1tC5WMSlsGDFfqnrquB1ty,"SPIRIT - From Disney's ""The Lion King""",Beyoncé,6vWDO969PvNqNYHIOW5v0m,20982858,"['dance pop', 'pop', 'r&b']",90
315,5RgBnDtHKFHgtVdqabjGE3,Harder (with Bebe Rexha),Jax Jones,4Q6nIcaBED8qUel8bBx6Cr,627756,"['dance pop', 'edm', 'house', 'pop', 'tropical house', 'uk dance']",81
316,0t3ZvGKlmYmVsDzBJAXK8C,Goodbyes (feat. Young Thug),Post Malone,246dkjvS1zLTtiykXe5h60,19826966,"['dfw rap', 'melodic rap', 'rap']",100
317,5ug4vqGZ3eisGhY1IsziNX,Best Part of Me (feat. YEBBA),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,54933328,"['pop', 'uk pop']",97
318,6MF4tRr5lU8qok8IKaFOBE,Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville,1iNqsUDUraNWrj00bqssQG,170565,"['hip hop', 'pop rap', 'rap']",78
319,36J0iaPDGbYGsHvYpaYs3k,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,1iNqsUDUraNWrj00bqssQG,170565,"['hip hop', 'pop rap', 'rap']",78
320,6EbduYTr62sSzvl36wWiFM,BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,54933328,"['pop', 'uk pop']",97
321,5opjywL6TBjJRF22TcFDMo,Jetzt rufst du an,Loredana,2Im8m4STDBosjfmb5hmP80,480320,['kosovan pop'],77
322,3Hh0ZcGIqIkSiJVZGLcVLx,YOSHI (feat. Fabri Fibra) - prod. Strage,MACHETE,7Do8se3ZoaVqUt3woqqSrD,157099,['trap italiana'],74
323,4no0eHn4fEB7tN1yZSXMma,C7osure (You Like),Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,1813504,"['country rap', 'lgbtq+ hip hop', 'pop rap']",87
324,0nFCpnM7nistUWXRZpzOWM,HO PAURA DI USCIRE 2 - prod. Mace,MACHETE,7Do8se3ZoaVqUt3woqqSrD,157099,['trap italiana'],74
325,0U6bQIAh6MCGo1xjbIIx2S,Instagram,Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,2653476,"['belgian dance', 'belgian edm', 'big room', 'deep big room', 'edm', 'electro house', 'progressive electro house', 'tropical house']",81
326,5WnfnSpuNEGXyEt78PBA6d,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",Dreamville,1iNqsUDUraNWrj00bqssQG,170565,"['hip hop', 'pop rap', 'rap']",78
328,28fRkU3vhqAJdl9i9458pQ,MARYLEAN (feat. Marracash) - prod. Low Kidd,MACHETE,7Do8se3ZoaVqUt3woqqSrD,157099,['trap italiana'],74
329,2K3bjojp1sCLdMMoO5lJ2p,Milionària,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,1885321,['r&b en espanol'],85
330,3pZO6GoVPeSYDxxsH6vCdj,Sunset (with J. Cole feat. Young Nudy),Dreamville,1iNqsUDUraNWrj00bqssQG,170565,"['hip hop', 'pop rap', 'rap']",78
333,18uwL0vNUanqZH0ro2QcOP,comethru,Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,551057,"['pop', 'pop rap']",83
334,4evmHXcjt3bTUHD1cvny97,Beautiful People (feat. Khalid),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,54933328,"['pop', 'uk pop']",97
335,25ZAibhr3bdlMCLmubZDVt,QUE PRETENDES,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,16475449,"['latin', 'reggaeton']",99
336,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,16475449,"['latin', 'reggaeton']",99
337,6oJ6le65B3SEqPwMRNXWjY,Higher Love,Kygo,23fqKkggKUBHNkbKtXEls4,5747052,"['edm', 'pop', 'tropical house']",88
338,3msKIQc0Yjuz3Zn39g3KLX,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,7bXgB6jMjp9ATFy66eO08Z,9980971,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",93
339,71pEiUWwfDFiRO6RmFpnBf,MOJAITA,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,16475449,"['latin', 'reggaeton']",99
341,7hynhxDoDpgMIV12JuVtNa,UN PESO,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,16475449,"['latin', 'reggaeton']",99
342,1SMmpMItx8YbBiDU6UtWL5,ON OFF (feat. Maître Gims),Shirin David,0JBdTCGs111JKKYfLqOEBa,301674,['german pop'],70
343,0uIfrUwwg0Z7KTitul7E3T,YO LE LLEGO,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,16475449,"['latin', 'reggaeton']",99
344,3VamXAvVMczcS2PTYtPfBQ,Best Shot,Jimmie Allen,147nKr9upHZSSxqCzh9j7c,43160,"['contemporary country', 'country pop']",66
345,7MRU4vOkywuhZ9kbFiPuiu,Si Supieras,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,14976430,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",95
346,5EgYDyMDCi8X0zDydTF7Rb,Heartbeat (BTS World Original Soundtrack),BTS,3Nrfpe0tUJi4K4DXYWgMUX,14810112,"['k-pop', 'k-pop boy group']",92
347,0hWzB4dR1zwcokPvccww0k,When I Grow Up,NF,6fOMl44jA4Sp5b9PpYCkzz,2650761,"['hip hop', 'pop rap', 'rap']",88
348,7knLcYCOSaURD0d7HUULFM,COMO UN BEBÉ,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,16475449,"['latin', 'reggaeton']",99
349,7alOsNr36sJ8CyOEP4aILq,ODIO,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,16475449,"['latin', 'reggaeton']",99
350,6SYSu569pfYdkDT9A5lZqi,CUIDAO POR AHÍ,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,16475449,"['latin', 'reggaeton']",99
351,3cg9A9GVyZAT2CPevqWr65,Cambio,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,20329848,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",98
352,2zjGJ0dChMR0KxBZS15aqo,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,0YinUQ50QDB7ZxSCLyQ40k,508174,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",84
353,7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,The Killers,0C0XlULifJtAgn6ZNCW2eu,4983550,"['indie rock', 'modern rock', 'permanent wave', 'rock']",81
354,0TK2YIli7K1leLovkQiNik,Señorita,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,21866595,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",93
355,6fTt0CH2t0mdeB2N9XFG5r,Panini,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,1813504,"['country rap', 'lgbtq+ hip hop', 'pop rap']",87
356,4ak7xjvBeBOcJGWFDX9w5n,Rodeo,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,1813504,"['country rap', 'lgbtq+ hip hop', 'pop rap']",87
357,1VEMUkGFio5uURvN8x1DZJ,Tilidin,Capital Bra,4WZGDpNwrC0vNQyl9QzF7d,2814424,['german hip hop'],87
358,4hPpVbbakQNv8YTHYaOJP4,One Thing Right,Marshmello,64KEffDW9EtZ1y2vBYgq8T,18720303,"['brostep', 'progressive electro house']",90
359,3DK6m7It6Pw857FcQftMds,Runaway,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,10761483,"['chicago rap', 'pop rap', 'rap']",95
360,51Fjme0JiitpyXKuyQiCDo,Lalala,Y2K,6USMTwO0MNDnKte5a5h0xx,112783,['pop rap'],82
361,1ZDmxwg7Lywlx68b7SsJjj,MEGATRON,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,16564162,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']",93
362,56JyMaElW79S7TDWh1Zw1m,On A Roll,Ashley O,14scxEoUN7Dcx1m4EQ7oHe,54864,[],60
363,3curZWW2YQBZgaIYwkJp3L,weR mAChT PaRA 2,Dardan,3pjq2pDV9RR6VY55wBjVnp,566023,"['albanian hip hop', 'german hip hop']",73
364,0SuLAslEMFZAXf0SwY7syi,All Time Low,Jon Bellion,50JJSqHUf2RQ9xsHs0KMHg,987239,"['pop', 'pop rap']",79
365,2gTdDMpNxIRFSiu7HutMCg,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX,1742894,"['pop rap', 'rap']",83
366,0qc4QlcCxVTGyShurEv1UU,Post Malone (feat. RANI),Sam Feldt,20gsENnposVs2I4rQ5kvrf,438025,"['edm', 'electro house', 'pop', 'pop edm', 'tropical house']",81
367,70sKIAQgaVN2zWEEyOpyMZ,All Night (BTS World Original Soundtrack) [Pt. 3],BTS,3Nrfpe0tUJi4K4DXYWgMUX,14810112,"['k-pop', 'k-pop boy group']",92
368,2wZjsbwmWfNVslgV5afl1L,Out The Mud,Lil Baby,5f7VJjfbwm532GiveGC0ZK,3014831,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'trap']",92
369,5J64qSSq0VZuh0CiI9o9Nq,Tú No Amas,Mambo Kingz,2T1aUibqR2QC2sINIDQOAK,90040,['reggaeton flow'],81
371,3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,21866595,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",93
373,34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,54933328,"['pop', 'uk pop']",97
374,6RRNNciQGZEXnqk8SQ9yv5,You Need To Calm Down,Taylor Swift,06HL4z0CvFAxyc27GXpf02,24694043,"['pop', 'post-teen pop']",95
375,5ry2OE6R2zPQFDO85XkgRb,Money In The Grave (Drake ft. Rick Ross),Drake,3TVXtAsR1Inumwj472S9r4,42543081,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",98
376,3xaugmCyXrVkrDTXbFkMW3,Sanctuary,Joji,3MZsBdqDrRTJihTHQrO6Dq,1912482,"['alternative r&b', 'pop', 'viral pop']",85
377,5Shjuje8PRcX7ueEVajrLH,Loco Contigo (with J. Balvin & Tyga) - Cedric Gervais Remix,DJ Snake,540vIaP2JwjQb9dm3aArA4,6087420,['electronic trap'],87
378,5b195aHKKd6oTr4f7DoRCo,Olabilir,MERO,5wyWp867LWGjFmYZXVSFnZ,1022091,['german hip hop'],77
379,3kCwyvhvVTyehIzYN2I0nF,Omertà,Drake,3TVXtAsR1Inumwj472S9r4,42543081,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",98
381,0UAGQMu69SmPBLSVNVK2D0,Royal Rumble (Se Van),Daddy Yankee,4VMYDCV2IEDYJArk749S6m,14976430,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",95
382,2FqqVHvC4eKrsk97vpMRid,Focus (feat. 21 Savage),Bazzi,4GvEc3ANtPPjt1ZJllr5Zl,2498400,"['pop', 'post-teen pop']",86
383,5XkyZyKMdFungjDb9cUKc3,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],BTS,3Nrfpe0tUJi4K4DXYWgMUX,14810112,"['k-pop', 'k-pop boy group']",92
384,6H7fWtwEUHVfTyZD7zeG4w,when the party's over - Recorded at Spotify Studios NYC,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,1690925,"['pop', 'uk pop']",91
385,2nPJnablplDgVVgSDF9BAs,Diamonds (feat. Capital Bra),Summer Cem,3drqpTL4sQOckmAfF9i1wg,777139,['german hip hop'],82
387,0SGkqnVQo9KPytSri1H6cF,Bounce Back,Big Sean,0c173mlxpT3dSFRgMO8XPh,6804213,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",86
388,7AFASza1mXqntmGtbxXprO,changes,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,16459730,"['emo rap', 'miami hip hop']",93
389,2JoIjuzRplpYGvvLpSW2on,Sad Song (feat. TINI),Alesso,4AVFqumd2ogHFlRbKIjp1t,3147668,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']",80
391,2KKijf6Ett4kmVNJze2roh,The Git Up,Blanco Brown,3yzRiNMZdTsSUgplcyYZ4i,62473,['country rap'],71
392,7DHApOHsIFo7EyfieArYGE,Walk Me Home,P!nk,1KCSPY1glIKqW2TotWuXOR,7458898,"['dance pop', 'pop', 'post-teen pop']",86
393,6cr6UDpkjEaMQ80OjWqEBQ,Sultans of Swing,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,2969823,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",79
394,2374M0fQpWi3dLnB54qaLX,Africa,TOTO,0PFtn5NtBbbUNbU9EAmIWF,1259669,"['album rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",77
395,2x0RZdkZcD8QRI53XT4GI5,SOS (feat. Aloe Blacc),Avicii,1vCWHaC5f2uS3yhpwWbIA6,15989539,"['big room', 'edm', 'pop']",87
396,1HXy5I3HTWq8OvxCn0z7G7,Heaven,Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,2014202,"['contemporary country', 'country road']",83
397,6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake),Chris Brown,7bXgB6jMjp9ATFy66eO08Z,9980971,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",93
398,0DiDStADDVh3SvAsoJAFMk,Only Human,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,3264426,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",87
399,4c1WgUnHXq2LEncGHKgj1I,Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS,3Nrfpe0tUJi4K4DXYWgMUX,14810112,"['k-pop', 'k-pop boy group']",92
400,2jkIbZ43eH3rM1yro2Ojzh,Veleno 7,Gemitaiz,4upwdFMlZBmQ68jP9jPzjK,1389209,['italian hip hop'],80
401,1rYC34UUszS0QzzECNRhYb,Haute (feat. J Balvin & Chris Brown),Tyga,5LHRHt1k9lMyONurDHEdrp,5220379,"['hip hop', 'pop rap', 'rap', 'trap']",91
402,3xEozpt8pAptvpH69iJhOw,Amor Genuino,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,20329848,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",98
403,1yfyIdEw5U2bD5I6gxQCxW,"Tough Love (feat. Agnes, Vargas & Lagola)",Avicii,1vCWHaC5f2uS3yhpwWbIA6,15989539,"['big room', 'edm', 'pop']",87
404,79JBjIq90BrQ8Ws0pUhlzD,Mad Love,Mabel,1MIVXf74SZHmTIp4V4paH4,499192,"['dance pop', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",82
405,1D2Aldrksl9yWWCIPOeDzy,All Around The World (La La La),R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,1897995,"['big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']",84
406,7C7GtWZmyicqjBDbAWPsCp,Tricheur,Nekfeu,4LXBc13z5EWsc5N32bLxfH,1079721,"['french hip hop', 'pop urbaine', 'rap conscient']",80
407,1IBUPdwV9TvaipSODdt8QY,Maghreb Gang (feat. French Montana & Khaled),Farid Bang,2JwyRtuXf2l6sTnSnGVIa1,627104,['german hip hop'],73
408,7yfi8B8opXjnRh4VZnOkz9,Cool,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,3264426,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",87
409,6kXNnS7JJz0nAv4XEwEmQJ,Heart Upon My Sleeve (feat. Imagine Dragons),Avicii,1vCWHaC5f2uS3yhpwWbIA6,15989539,"['big room', 'edm', 'pop']",87
410,0HZgYFimoJG9Ijy8InUWcV,Bad Reputation (feat. Joe Janiak),Avicii,1vCWHaC5f2uS3yhpwWbIA6,15989539,"['big room', 'edm', 'pop']",87
411,6EBlOYNcZ8MrdEov9lEdV6,Hold The Line (feat. A R I Z O N A),Avicii,1vCWHaC5f2uS3yhpwWbIA6,15989539,"['big room', 'edm', 'pop']",87
412,0XPsOSYzDJZJArevQNm2AR,Speechless (Full),Naomi Scott,2Zi3RrdQqk63Xj0914STkS,128532,['vapor pop'],72
413,1vYh9x8UmFTLbXiizk9Qc5,I Believe,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,3264426,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",87
415,6KxCRJ9DzNBVGM3ol0JQ7r,Irina Shayk,Ufo361,5pVRwX5ZQR7hfJ18w8ZYkl,1184244,"['german cloud rap', 'german hip hop']",83
416,2Qz1GjI5gnZGcShAh5x0im,NENENE,Fero47,4A7HeXSd4HtQuf6IR5XZ1b,258478,['german hip hop'],71
417,5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,6jJ0s89eD6GaHleKKya26X,14242059,"['dance pop', 'pop', 'post-teen pop']",88
418,2WyRfGeHo97VC5mP1BBSzr,Mother's Daughter,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,10373712,"['dance pop', 'pop', 'post-teen pop']",87
419,2TH65lNHgvLxCKXM3apjxI,Callaita,Bad Bunny,4q3ewBCX7sLwd24euuV69X,16797101,"['latin', 'reggaeton', 'trap latino']",97
420,6IJTc8xo6XasOU8fpxMU57,Call You Mine,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,14625745,"['electropop', 'pop', 'tropical house']",90
421,5Uw7Dut2lZfexn3Y09swpf,Find U Again (feat. Camila Cabello),Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,721767,"['dance pop', 'pop']",82
422,6dPyzkyZwoj9LqjQXOFdVv,Press,Cardi B,4kYSro6naA4h99UJvo89HB,10038139,"['pop', 'pop rap', 'rap']",92
423,3M9Apu4OZfylLTFKvgEtKa,Ritual,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,4739443,"['big room', 'brostep', 'dance pop', 'edm', 'electro house', 'house', 'trance', 'tropical house']",85
424,7dQFpbs34ufIEU745DVclf,Aute Cuture,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,1885321,['r&b en espanol'],85
425,2AHJLtc81zIfj9EKcVEzmJ,La Haine,Luciano,3CJKkU0XuElRT1z8rEtIYg,493464,['german hip hop'],79
426,5tRa5hnltiyqY63rWOfnO2,Under Enemy Arms,Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,3718423,"['melodic rap', 'pop rap', 'rap', 'trap']",92
427,2OKo7g3KfmCt3kyLvUAL0g,The Search,NF,6fOMl44jA4Sp5b9PpYCkzz,2650761,"['hip hop', 'pop rap', 'rap']",88
428,1lOe9qE0vR9zwWQAOk6CoO,Ransom,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,1175953,['melodic rap'],89
429,6vjymPak0JRQC2P84XlI9t,Unholy,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,10373712,"['dance pop', 'pop', 'post-teen pop']",87
430,42zePe03Iq8tvFcJAIKkp8,D.R.E.A.M. (feat. Ghostface Killah),Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,10373712,"['dance pop', 'pop', 'post-teen pop']",87
431,5WJdUrZ4ND1TCZ2AsjYK3P,Broke Leg (with Quavo & Tyga),Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,2613851,"['canadian hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'toronto rap', 'trap']",88
432,3dxioHwH6wvCkQwt0rgvQt,Love Thru the Computer (feat. Justin Bieber),Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,2964912,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",87
434,3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,3PhoLpVuITZKcymswpck5b,4050981,"['glam rock', 'mellow gold', 'piano rock', 'rock']",86
436,27rdGxbavYJeBphck5MZAF,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,721767,"['dance pop', 'pop']",82
437,7DcvwMAiqKJQD1rrdfxSDx,The London (feat. J. Cole & Travis Scott),Young Thug,50co4Is1HCEo8bhOyUWKpn,4591980,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",93
